# CATH_ID	S35_REPS	DOMAINS	NAME
1.10.287.840	1	1	Mycolic acid cyclopropane synthase domain like
1.10.287.850	4	43	HP0062-like domain
1.10.287.860	2	40	Nucleotidyltransferase
1.10.287.870	1	3	Acyl-CoA N-acyltransferases (Nat) 
1.10.287.880	2	2	Hypothetical protein YfhH domain
1.10.287.890	4	18	Crystal structure of tRNA isopentenylpyrophosphate transferase (bh2366) domain
1.10.287.900	1	1	The crystal structure of the spermine/spermidine acetyltransferase from enterococcus faecali
1.10.287.910	3	5	bacterial mercury transporter, merf
1.10.287.920	1	1	Pheromone alpha factor receptor.
1.10.287.930	1	1	Mammalian shaker kv1.2 potassium channel- beta subunit complex
1.10.287.940	4	28	atp-gated p2x4 ion channel 
1.10.287.950	4	10	Methyl-accepting chemotaxis protein
1.10.287.970	1	1	His Kinase A (phosphoacceptor) domain
1.10.287.980	1	17	plastocyanin oxidoreductase
1.10.287.990	6	380	Fe,Mn superoxide dismutase (SOD) domain
1.10.287.1010	1	38	Clavaminate synthase-like 
1.10.287.1020	1	1	NE0241-like 
1.10.287.1030	1	2	Nudix-associated domain 
1.10.287.1040	1	6	Exonuclease VII, small subunit
1.10.287.1050	3	12	H-NS histone-like proteins
1.10.287.1060	21	89	ESAT-6-like
1.10.287.1080	12	76	MazG-like 
1.10.287.1090	2	4	Dimerisation domain of CENP-B
1.10.287.1100	1	2	Sporulation inhibitor A
1.10.287.1110	1	1	Tubulin, GTPase
1.10.287.1120	2	3	Bipartite methylase S protein
1.10.287.1130	4	8	CytochromE C oxidase copper chaperone
1.10.287.1140	1	1	EspA/CesA-like
1.10.287.1150	1	47	TPP helical domain
1.10.287.1170	1	10	glycoside hydrolase family 81 endo-[beta] glucanase 
1.10.287.1240	2	19	
1.10.287.1250	3	23	
1.10.287.1260	2	37	
1.10.287.1270	2	24	
1.10.287.1350	2	31	
1.10.287.1390	1	1	
1.10.287.1400	1	9	
1.10.287.1480	2	76	
1.10.287.1490	5	36	
1.10.287.1520	2	6	
1.10.287.1540	2	36	
1.10.287.1660	2	5	
1.10.287.1700	4	19	
1.10.287.1770	5	66	
1.10.287.1880	1	1	
1.10.287.1890	2	12	
1.10.287.1960	1	12	
1.10.287.1970	2	3	
1.10.287.2070	2	5	
1.10.287.2110	2	3	
1.10.287.2170	2	14	
1.10.287.2210	1	4	
1.10.287.2230	2	10	
1.10.287.2250	2	2	
1.10.287.2320	2	13	
1.10.287.2460	6	36	
1.10.287.2480	3	12	
1.10.287.2500	2	14	
1.10.287.2510	1	1	
1.10.287.2610	2	2	
1.10.287.2620	1	1	
1.10.287.2720	1	11	
1.10.287.2900	4	6	
1.10.287.2920	1	2	
1.10.287.3020	1	2	
1.10.287.3030	1	2	
1.10.287.3080	1	52	
1.10.287.3160	1	2	
1.10.287.3180	1	2	
1.10.287.3240	2	3	
1.10.287.3280	2	11	
1.10.287.3290	2	2	
1.10.287.3440	3	8	
1.10.287.3490	2	14	
1.10.287.3510	2	15	
1.10.287.3550	2	6	
1.10.287.3610	3	84	
1.10.287.3700	4	39	
1.10.287.3810	2	9	
1.10.287.3980	3	274	
1.10.287.3990	2	3	
1.10.287.4070	3	35	
1.10.287.4270	2	4	
1.10.287.4280	1	5	
1.10.287.4290	2	11	
1.10.287.4300	1	3	Stage III sporulation protein AH-like
1.10.287.4310	1	1	
1.10.288.10	2	11	Cobalamin-dependent Methionine Synthase, domain 2
1.10.290.10	4	52	Topoisomerase I, domain 4
1.10.300.10	4	58	Adenylosuccinate Synthetase, subunit A, domain 2
1.10.340.20	1	2	Apc36109-like domain
1.10.340.30	17	195	Hypothetical protein; domain 2
1.10.340.40	1	4	Nuclear abundant poly(A) RNA-bind protein 2, N-terminal domain
1.10.340.50	1	2	
1.10.340.60	1	3	AcsD, palm domain, helix bundle
1.10.340.70	2	56	
1.10.357.10	145	859	Tetracycline Repressor, domain 2
1.10.357.20	1	14	SLC41 divalent cation transporters, integral membrane domain
1.10.357.30	1	1	Exocyst complex subunit Sec15 C-terminal domain, N-terminal subdomain
1.10.357.40	1	1	YbiA-like
1.10.357.50	2	4	
1.10.357.60	1	2	
1.10.357.70	1	2	Exocyst complex component Sec6, C-terminal domain
1.10.357.80	1	11	
1.10.357.90	1	8	
1.10.357.100	1	4	Dsl1p vesicle tethering complex, Tip20p subunit, domain C
1.10.357.110	1	1	Vacuolar protein sorting-associated protein 53, C-terminus
1.10.357.120	1	2	
1.10.357.130	1	5	
1.10.357.140	1	12	UbiA prenyltransferase
1.10.357.150	1	1	
1.10.357.160	1	2	
1.10.357.170	1	2	
1.10.375.10	8	213	Human Immunodeficiency Virus Type 1 Capsid Protein
1.10.390.10	12	487	Neutral Protease Domain 2
1.10.390.20	1	7	
1.10.390.30	1	2	Peptidase M60, enhancin-like domain 3
1.10.390.40	1	7	
1.10.400.10	6	155	GI Alpha 1, domain 2-like
1.10.400.20	1	5	putative tagatose 6-phosphate kinase domain like
1.10.405.10	7	173	Guanine Nucleotide Dissociation Inhibitor, domain 1
1.10.405.20	1	6	
1.10.405.40	2	4	
1.10.418.10	27	209	Calponin-like domain
1.10.418.20	2	5	
1.10.418.30	1	3	Ncd80 complex, Ncd80 subunit
1.10.418.40	2	2	Autophagy protein 6/Beclin 1
1.10.418.50	1	7	Microtubule-binding protein MIP-T3
1.10.418.60	1	2	Ncd80 complex, Nuf2 subunit
1.10.418.70	1	2	Intraflagellar transport protein 81, N-terminal domain
1.10.418.80	1	4	Ubiquitin carboxyl-terminal hydrolase, domain 1
1.10.418.90	1	1	Protein of unknown function DUF1823
1.10.420.10	10	857	Peroxidase, domain 2
1.10.437.10	21	319	Blc2-like
1.10.437.20	5	47	dsDNA poxvirus
1.10.439.10	5	99	Penicillin Amidohydrolase, domain 1
1.10.439.20	2	3	Phospholipase B-like, domain 2
1.10.440.10	1	8	T4 endonuclease V
1.10.441.10	2	15	Phosphomannose Isomerase, domain 2
1.10.442.10	1	95	Cytochrome c oxidase subunit IV
1.10.443.10	7	105	Intergrase catalytic core
1.10.443.20	2	4	Centromere DNA-binding protein complex CBF3 subunit, domain 2
1.10.443.30	2	11	Telomere resolvase
1.10.455.10	2	417	Ribosomal protein S7 domain
1.10.460.10	5	48	Topoisomerase I, domain 2
1.10.468.10	2	68	Photosynthetic Reaction Center, subunit C, domain 2
1.10.470.10	2	4	Variant Surface Glycoprotein, subunit A, domain 2
1.10.472.10	37	763	Cyclin-like
1.10.472.20	3	125	Nitrile hydratase, beta subunit
1.10.472.30	1	1	Transcription elongation factor S-II, central domain
1.10.472.40	1	1	Hypothetical protein mg237 homolog; domain 3
1.10.472.50	4	19	HD-domain/PDEase-like
1.10.472.60	1	1	putative protein disulfide isomerase domain
1.10.472.80	6	27	Ypt/Rab-GAP domain of gyp1p, domain 3
1.10.472.90	2	83	Conserved carboxylase domain
1.10.472.100	1	1	Presenilin
1.10.472.110	1	1	
1.10.472.130	2	11	
1.10.472.140	1	1	
1.10.472.150	1	2	Glucose-regulated metallo-peptidase M90, N-terminal domain
1.10.472.170	1	2	
1.10.472.180	1	40	Bunyavirus nucleocapsid (N) protein, C-terminal domain
1.10.486.10	8	44	PCRA; domain 4
1.10.489.10	2	31	Chloroperoxidase-like
1.10.490.10	52	2891	Globins
1.10.490.20	6	460	Phycocyanins
1.10.490.30	2	7	Colicin
1.10.490.40	1	12	Diphtheria toxin, translocation domain
1.10.490.50	1	1	Antibiotic binding domain of TipA-like multidrug resistance regulators
1.10.490.60	1	71	Phage p2 RNA dependent RNA polymerase domain
1.10.490.70	1	5	Histidine kinase N-terminal domain
1.10.490.110	1	1	Uncharacterized conserved protein DUF2267
1.10.490.130	1	1	
1.10.490.160	1	12	
1.10.506.10	7	26	GTPase Activation - p120gap; domain 1
1.10.506.20	1	2	
1.10.510.10	148	7219	Transferase(Phosphotransferase) domain 1
1.10.510.40	1	5	
1.10.520.10	10	859	
1.10.520.20	2	6	N-terminal domain of the delta subunit of the F1F0-ATP synthase
1.10.520.30	3	11	AF1862-like domain
1.10.520.40	4	25	CRISPR-associated protein Cse2
1.10.520.60	1	2	
1.10.530.10	23	1496	
1.10.530.40	7	756	
1.10.530.50	1	6	Peptidase U40
1.10.530.60	1	4	
1.10.532.10	1	9	STAT transcription factor, N-terminal domain
1.10.533.10	54	377	Death Domain, Fas
1.10.533.20	1	1	
1.10.533.30	1	1	Nematode polyprotein allergen ABA-1
1.10.540.10	34	390	Acyl-CoA dehydrogenase/oxidase, N-terminal domain
1.10.555.10	17	74	Rho GTPase activation protein
1.10.560.10	9	639	GroEL-like equatorial domain
1.10.565.10	33	2349	Retinoid X Receptor
1.10.569.10	2	30	Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 2
1.10.575.10	4	47	P1 Nuclease
1.10.579.10	6	92	DNA Cyclobutane Dipyrimidine Photolyase, subunit A, domain 3
1.10.580.10	4	161	Citrate Synthase, domain 1
1.10.590.10	1	16	Chorismate mutase, AroQ class superfamily, eukaryotic
1.10.599.10	2	10	Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 3
1.10.600.10	51	1009	Farnesyl Diphosphate Synthase
1.10.601.10	1	50	RNA Polymerase Primary Sigma Factor
1.10.606.10	3	29	Vanadium-containing Chloroperoxidase, domain 2
1.10.606.20	1	2	
1.10.620.20	20	533	Ribonucleotide Reductase, subunit A
1.10.630.10	65	1653	Cytochrome P450
1.10.640.10	4	341	Haem peroxidase domain superfamily, animal type
1.10.645.10	5	229	Cytochrome-c3 Hydrogenase, chain B
1.10.700.10	2	22	Dioxygenase LigAB, LigA subunit
1.10.720.10	4	19	
1.10.720.30	10	17	SAP domain
1.10.720.40	4	8	
1.10.720.50	1	17	PWWP, helical domain
1.10.720.60	2	7	
1.10.720.80	2	3	
1.10.720.140	1	1	
1.10.720.160	1	7	
1.10.720.170	1	6	
1.10.720.180	1	1	
1.10.730.10	18	180	Isoleucyl-tRNA Synthetase; Domain 1
1.10.730.20	1	2	
1.10.740.10	1	9	Transferase Inhibitor Protein From Tn5; Chain
1.10.750.10	1	159	von Hippel-Lindau disease tumour suppressor, alpha domain
1.10.750.20	2	20	SOCS box
1.10.760.10	60	1052	Cytochrome c-like domain
1.10.760.20	1	4	Protein of unknown function DUF3243
1.10.780.10	1	11	Hydroxylamine Oxidoreductase; Chain A, domain 1
1.10.790.10	6	84	Prion/Doppel protein, beta-ribbon domain
1.10.790.20	1	3	Domain of unknown function DUF1476
1.10.800.10	3	80	Aromatic amino acid hydroxylase
1.10.820.10	2	70	RNA Helicase Chain A , domain 3
1.10.840.10	8	82	Ras guanine-nucleotide exchange factors catalytic domain
1.10.860.10	9	71	DNAb Helicase; Chain A
1.10.870.10	1	3	MHC class II-associated invariant chain, trimerisation domain
1.10.880.10	2	4	Transcription factor, Skn-1-like, DNA-binding domain
1.10.890.10	3	19	HNS-dependent expression A
1.10.890.20	4	47	
1.10.890.30	1	3	YmgD protein
1.10.890.40	1	3	
1.10.930.10	1	11	Syk Kinase; Chain A, domain 2
1.10.940.10	7	37	NusB-like
1.10.950.10	3	22	Villin headpiece domain
1.10.1000.11	3	39	Arf Nucleotide-binding Site Opener,domain 2
1.10.1020.10	3	46	Adenine-specific Methyltransferase, Domain 2
1.10.1030.10	2	40	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
1.10.1040.10	49	448	N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2
1.10.1040.20	2	4	ProC-like, C-terminal domain
1.10.1040.30	3	5	ISWI, HAND domain
1.10.1040.40	1	2	
1.10.1040.50	6	43	
1.10.1050.10	2	333	Ribosomal Protein S4 Delta 41; Chain A, domain 1
1.10.1050.20	1	1	
1.10.1060.10	4	142	Alpha-helical ferredoxin
1.10.1060.20	1	1	
1.10.1070.11	3	177	Phosphatidylinositol 3-/4-kinase, catalytic domain
1.10.1070.20	1	10	
1.10.1080.10	3	21	Glutathione Synthetase; Chain A, domain 3
1.10.1090.10	2	76	Cytochrome b-c1 complex subunit 7
1.10.1100.10	1	1	TAFII-230 TBP-binding domain
1.10.1130.10	7	148	Flavocytochrome C3; Chain A
1.10.1130.20	1	2	
1.10.1140.10	4	282	Bovine Mitochondrial F1-atpase; Atp Synthase Beta Chain; Chain D, domain 3
1.10.1160.10	3	65	Glutamyl-trna Synthetase; Domain 2
1.10.1170.10	10	292	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
1.10.1180.10	1	1	B transposition protein, C-terminal domain
1.10.1200.10	43	191	ACP-like
1.10.1200.20	1	66	Colicin E immunity protein
1.10.1200.30	8	185	
1.10.1200.50	1	2	Glycerol-3-phosphate acyltransferase, alpha helical bundle, N-terminal
1.10.1200.60	1	66	
1.10.1200.70	1	1	Glutamyl tRNA-reductase dimerization domain
1.10.1200.80	1	1	Putative flavin oxidoreducatase; domain 2
1.10.1200.90	1	1	DsbA-like domain
1.10.1200.100	1	2	conserved protein domain from corynebacterium diphtheriae
1.10.1200.120	3	11	Large-conductance mechanosensitive channel, MscL; domain 1
1.10.1200.140	1	4	Alkaline phosphatase, crown domain
1.10.1200.150	1	2	Transcriptional regulator CtsR, C-terminal domain
1.10.1200.160	2	6	
1.10.1200.170	1	4	RNA silencing suppressor P21, C-terminal domain
1.10.1200.180	1	1	
1.10.1200.200	1	4	Protein of unknown function DUF3227
1.10.1200.210	3	73	Chaperonin-like RbcX
1.10.1200.220	1	2	
1.10.1200.230	1	2	
1.10.1200.240	2	52	
1.10.1200.260	1	1	
1.10.1200.270	2	12	Methyltransferase, alpha-helical capping domain
1.10.1220.10	30	193	Met repressor-like
1.10.1220.20	1	5	
1.10.1220.60	1	2	
1.10.1220.70	1	1	
1.10.1220.80	1	2	
1.10.1220.110	1	14	
1.10.1220.150	1	4	
1.10.1220.160	1	20	DNA sulphur modification protein DndE 
1.10.1220.170	2	4	
1.10.1220.190	1	1	VirC2, RHH domain
1.10.1240.10	7	29	Methionine synthase domain
1.10.1240.20	2	6	Lytic transglycosylase, superhelical linker domain
1.10.1240.30	2	24	KaiA/RbsU domain
1.10.1240.40	2	5	ENT domain
1.10.1240.50	2	2	
1.10.1240.60	1	4	
1.10.1240.70	1	3	
1.10.1240.80	1	1	
1.10.1240.90	1	4	
1.10.1240.100	5	14	
1.10.1270.10	2	84	TrpR-like
1.10.1270.20	8	80	tRNA(m1g37)methyltransferase, domain 2
1.10.1280.10	10	195	Di-copper center containing domain from catechol oxidase
1.10.1290.10	1	1	Alpha trans-inducing (Alpha-TIF)
1.10.1300.10	10	803	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
1.10.1320.10	1	17	DNA-directed RNA polymerase, N-terminal domain
1.10.1330.10	8	46	Dockerin domain
1.10.1350.10	1	41	Viral capsid alpha domain
1.10.1370.10	1	10	Neurolysin, domain 3
1.10.1370.20	1	3	Oligoendopeptidase f, C-terminal domain
1.10.1370.30	4	38	
1.10.1370.40	2	8	
1.10.1380.10	4	21	Neutral endopeptidase , domain2
1.10.1390.10	5	88	
1.10.1400.10	6	99	
1.10.1410.10	6	51	
1.10.1410.20	1	10	2'-5'-oligoadenylate synthetase 1, domain 2
1.10.1410.30	1	68	CCA tRNA nucleotidyltransferase, domain 2
1.10.1410.40	4	124	
1.10.1420.10	12	106	
1.10.1440.10	1	3	Apolipoprotein C-II
1.10.1450.10	2	49	Tetraspanin
1.10.1470.10	1	3	YjbJ
1.10.1470.20	1	7	Fatty acid synthase; domain 2
1.10.1490.10	2	2	C-terminal domain of DFF45/ICAD (DFF-C domain)
1.10.1500.10	1	12	
1.10.1510.10	1	1	Uncharacterised protein YqeY/AIM41 PF09424, N-terminal domain
1.10.1510.20	1	32	Propanediol/glycerol dehydratase, small subunit
1.10.1510.30	1	2	
1.10.1520.10	11	80	Ribonuclease III domain
1.10.1520.20	1	2	Ribonuclease III
1.10.1530.10	10	58	
1.10.1540.10	1	6	BEACH domain
1.10.1580.10	2	4	
1.10.1580.20	1	1	Protein of unknown function DUF1040
1.10.1600.10	2	14	
1.10.1610.10	4	52	
1.10.1620.10	2	118	Ribosomal protein L39e
1.10.1620.20	2	21	ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial
1.10.1630.10	2	14	Nuclear receptor coactivator, CREB-bp-like, interlocking domain
1.10.1650.10	2	118	
1.10.1650.20	1	6	
1.10.1660.10	14	71	
1.10.1660.20	2	9	
1.10.1660.30	1	8	
1.10.1660.60	1	1	Putative excisionased domain DUF1233
1.10.1660.80	1	1	
1.10.1670.10	16	147	Helix-hairpin-Helix base-excision DNA repair enzymes (C-terminal)
1.10.1670.40	3	14	
1.10.1710.10	3	13	ProQ/FinO domain
1.10.1720.10	1	4	L-proline 3-hydroxylase, C-terminal domain
1.10.1740.10	16	197	
1.10.1740.30	1	2	Secreted effector protein SifA helical domain
1.10.1740.70	1	1	ChaB
1.10.1740.80	1	5	
1.10.1740.90	1	2	
1.10.1740.100	2	2	Set2, Rpb1 interacting domain
1.10.1740.110	1	6	
1.10.1740.120	1	2	
1.10.1740.130	1	4	
1.10.1740.140	1	2	
1.10.1740.150	1	8	
1.10.1740.160	1	24	
1.10.1740.170	1	2	Erythrocyte binding antigen 175 region VI
1.10.1740.180	1	5	
1.10.1740.220	1	1	
1.10.1740.240	1	2	
1.10.1750.10	2	14	
1.10.1760.10	1	18	Actin-related protein 2/3 complex subunit 3
1.10.1760.20	11	46	
1.10.1780.10	9	66	Clp, N-terminal domain
1.10.1790.10	3	7	PRD domain
1.10.1790.20	1	2	
1.10.1790.30	1	2	
1.10.1790.40	1	2	
1.10.1790.50	1	1	
1.10.1810.10	1	8	Anti-Sigma Factor A
1.10.1820.10	1	36	protein kinase ck2 holoenzyme, chain C, domain 1
1.10.1840.10	3	244	main proteinase (3clpro) structure, domain 3
1.10.1850.10	1	10	Scaffold protein D
1.10.1870.10	1	12	Domain 3, Saccharopine reductase
1.10.1900.10	5	43	c-terminal domain of poly(a) binding protein
1.10.1900.20	1	6	Ribosomal protein L20
1.10.1900.40	1	1	Acidic terminal segments, variant surface antigen of PfEMP1
1.10.1900.50	1	8	
1.10.2000.10	5	61	Frizzled cysteine-rich domain
1.10.2010.10	1	1	Crustacean CHH/MIH/GIH neurohormone
1.10.2010.20	1	1	
1.10.2020.10	4	82	uronate isomerase, domain 2, chain A
1.10.2020.20	1	4	
1.10.2030.10	1	31	Anthrax toxin lethal factor, domain 3, chain A
1.10.2040.10	1	3	Protein mu-1, chain B, domain 2
1.10.2050.10	2	23	Protein mu-1, chain B, domain 3
1.10.2060.10	1	1	PutA proline dehydrogenase (PRODH), domain 2
1.10.2080.10	1	9	Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3
1.10.2090.10	2	34	Orange carotenoid-binding protein, N-terminal domain
1.10.3020.10	2	55	alpha-amino acid ester hydrolase ( Helical cap domain)
1.10.3020.20	1	3	
1.10.3030.10	1	1	Gametocyte protein Pfg27
1.10.3040.10	1	2	borna disease virus nucleoprotein, domain 1
1.10.3050.10	1	2	borna disease virus nucleoprotein, domain 2
1.10.3060.10	4	18	Helical scaffold and wing domains of SecA
1.10.3070.10	1	2	EhaM-like
1.10.3080.10	2	94	Clc chloride channel
1.10.3090.10	4	30	cca-adding enzyme, domain 2
1.10.3100.10	2	6	Putative cytoplasmic protein
1.10.3100.20	1	3	Protein of unknown function DUF269
1.10.3110.10	4	9	protoporphyrinogen ix oxidase, domain 3
1.10.3120.10	3	14	Trigger factor, C-terminal domain
1.10.3130.10	4	65	serine acetyltransferase, domain 1
1.10.3130.20	2	15	Phycobilisome linker domain
1.10.3140.10	3	18	4-hydroxybutyryl-coa dehydratase, domain 1
1.10.3160.10	5	16	Bbcrasp-1
1.10.3170.10	1	6	Recbcd, chain B, domain 2
1.10.3180.10	1	3	DNA-binding domain of EIN3-like
1.10.3190.10	1	32	yfbu gene product, domain 2
1.10.3200.10	1	2	AF0941-like
1.10.3200.20	2	8	DNA Polymerase alpha, zinc finger
1.10.3210.10	32	313	Hypothetical protein af1432
1.10.3210.30	4	22	
1.10.3210.40	1	1	
1.10.3210.50	1	2	
1.10.3230.10	1	2	YqbG-like
1.10.3230.20	1	24	P22 tail accessory factor (Gp4)
1.10.3230.30	1	13	Phage gp6-like head-tail connector protein
1.10.3250.10	1	4	type ii restriction endonuclease, domain 1
1.10.3260.10	5	15	DNA ligase, ATP-dependent, N-terminal domain
1.10.3270.10	4	89	HMGR, N-terminal domain
1.10.3280.10	1	3	Siroheme synthase; domain 3
1.10.3290.10	10	112	Fido-like domain
1.10.3290.20	1	4	
1.10.3300.10	1	2	Jann2411-like domain
1.10.3320.10	1	1	pa2218 like domain
1.10.3330.10	4	27	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
1.10.3340.10	2	4	SMc04008-like
1.10.3350.10	2	8	HP0242-like domain
1.10.3350.20	1	1	Tmem141 protein family
1.10.3360.10	1	6	VPA0735-like domain
1.10.3370.10	2	8	SecY subunit domain
1.10.3380.10	3	26	Sec63 N-terminal domain-like domain
1.10.3380.20	1	1	
1.10.3380.30	4	14	
1.10.3390.10	2	19	YejL-like
1.10.3400.10	1	2	af_2093 domain like
1.10.3410.10	2	3	putative deoxyguanosinetriphosphate triphosphohydrolase like domain
1.10.3420.10	2	56	putative ntp pyrophosphohydrolase like domain
1.10.3430.10	4	71	Ammonium transporter AmtB like domains
1.10.3440.10	1	1	Sama2622-like
1.10.3450.10	3	5	TTHA0068-like
1.10.3450.20	1	4	
1.10.3450.30	1	1	
1.10.3450.40	2	9	Signal recognition particle, SRP68 subunit, RNA-binding domain
1.10.3460.10	5	39	Chlorophyll a/b binding protein domain
1.10.3470.10	2	20	ABC transporter involved in vitamin B12 uptake, BtuC
1.10.3480.10	2	22	TorD-like
1.10.3480.20	1	1	
1.10.3490.10	1	2	PH0156-like
1.10.3500.10	2	5	Tex N-terminal region-like 
1.10.3510.10	1	2	NMB0513-like
1.10.3520.10	5	80	Glycolipid transfer protein
1.10.3530.10	1	1	Api92-like
1.10.3540.10	1	2	uncharacterized protein from magnetospirillum magneticum domain
1.10.3550.10	2	3	eoxyguanosinetriphosphate triphosphohydrolase domain-like
1.10.3550.20	1	3	
1.10.3560.10	1	1	yst0336 like domain
1.10.3570.10	2	97	Rhabdovirus nucleocapsid protein like domain
1.10.3580.10	1	7	ATP12 ATPase
1.10.3590.10	1	35	acid-sensing ion channel 1 domain
1.10.3600.10	1	4	Putative bacterial toxin ydaT
1.10.3610.10	2	97	Nucleoprotein
1.10.3620.10	1	2	YdcF like domain
1.10.3630.10	1	10	yeast vps74-n-term truncation variant domain like
1.10.3640.10	1	2	Semialdehyde dehydrogenase-like, C-terminal
1.10.3650.10	1	12	nitrate reductase domain like
1.10.3660.10	5	29	6-phosphogluconate dehydrogenase C-terminal like domain
1.10.3670.10	2	6	Putative xylanase like domain
1.10.3680.10	3	7	TerB-like
1.10.3680.20	1	8	Actin cross-linking domain
1.10.3690.10	1	8	PA2222-like domain
1.10.3700.10	1	2	AGR C 984p-like
1.10.3710.10	4	24	DNA polymerase III clamp loader subunits, C-terminal domain
1.10.3720.10	7	62	MetI-like
1.10.3730.10	3	105	ProC C-terminal domain-like
1.10.3730.20	1	8	
1.10.3730.30	1	1	
1.10.3740.10	1	2	SSO1389-like domains
1.10.3750.10	1	3	YhaI-like
1.10.3760.10	1	9	PgpA-like
1.10.3780.10	2	13	SusD-like
1.10.3790.10	1	2	NinB
1.10.3800.10	1	2	ADP-ribosylation domain
1.10.3810.10	4	28	Biosynthetic peptidoglycan transglycosylase-like
1.10.3820.10	1	8	Di-heme elbow motif domain
1.10.3830.10	1	3	Diacylglycerol kinase (DAGK) domain
1.10.3860.10	2	85	Sodium:dicarboxylate symporter
1.10.3870.10	1	1	AF1437-like domain superfamily
1.10.3880.10	2	4	Fe(II) trafficking protein YggX
1.10.3890.10	1	2	HflD-like
1.10.3900.10	1	8	YacF-like
1.10.3910.10	2	3	SP0561-like
1.10.3920.10	1	3	PA2201 C-terminal domain-like
1.10.3930.10	3	44	Arginine deiminase
1.10.3940.10	1	1	AF_0924 domain
1.10.3950.10	1	4	putative ecf-type sigma factor negative effector from bacillus cereus
1.10.3960.10	1	1	MG354-like
1.10.3970.10	1	1	BSD domain
1.10.3980.10	1	1	ApbE-like superfamily
1.10.3990.20	1	4	protein bp1543
1.10.4000.10	3	12	Flagellar transcriptional activator FlhD
1.10.4010.10	2	8	Type II deoxyuridine triphosphatase
1.10.4020.10	2	9	DNA breaking-rejoining enzymes
1.10.4030.10	4	9	Porin chaperone SurA, peptide-binding domain
1.10.4040.10	1	15	Penicillinase repressor domain
1.10.4050.10	1	1	Glutamine synthase adenylyltransferase GlnE
1.10.4060.10	1	2	BPP1347 like domain
1.10.4070.10	1	2	putative redox-enzyme maturation protein domain
1.10.4080.10	5	48	ADP-ribosylation/Crystallin J1
1.10.4090.10	1	93	Viral capsid, core domain supefamily, Hepatitis B virus
1.10.4100.10	2	13	2-methylcitrate dehydratase PrpD
1.10.4110.10	1	1	Salmonella invasion protein A, C-terminal actin-binding domain
1.10.4120.10	2	7	SopE-like, GEF domain
1.10.4120.20	2	10	
1.10.4140.10	1	13	effector protein (NleL)
1.10.4150.10	1	2	SipA N-terminal domain-like 
1.10.4160.10	1	7	Hydantoin permease
1.10.4170.10	1	1	Glycosylphosphatidylinositol-anchored merozoite surface protein
